연번,기업명,전화번호,주소,산업분류
22372,매향기계,031-298-8011,경기도 화성시 효행구 정남면 오일리 370-2,절삭 가공 및 유사 처리업
22373,(주)태산전자*,031-297-8794,경기도 화성시 효행구 봉담읍 왕림리 331-7,그 외 기타 전자 부품 제조업
22374,대명창호.판넬,031-357-6885,경기도 화성시 만세구 마도면 두곡리 410,"금속 문, 창, 셔터 및 관련제품 제조업"
22375,주식회사 해성공조,031-211-0375,경기도 화성시 병점구 안녕동 164-8,운송장비용 공기 조화장치 제조업
22376,광명E.N.G,070-8834-0976,경기도 화성시 만세구 팔탄면 율암리 580-5,주형 및 금형 제조업
22377,명성,,경기도 화성시 만세구 장안면 수촌리 265-52,건설 및 채광용 기계장비 제조업
22378,(주)대흥ENG,031-352-6346,경기도 화성시 만세구 양감면 정문리 504-3,기타 기계·장비 조립용 플라스틱제품 제조업
22379,수이과슈 주식회사,,경기도 화성시 동탄구 영천동 875-1,인쇄 잉크 및 회화용 물감 제조업
22380,쏘잉주식회사,,경기도 화성시 병점구 병점동 379-10,신발 부분품 제조업
22381,(주)청녹엔텍,031-224-4300,경기도 화성시 병점구 반월동 345-3,절삭 가공 및 유사 처리업
22382,사계절키친,031-3600-7670,경기도 화성시 만세구 장안면 장안리 388-1,"수산동물 훈제, 조리 및 유사 조제식품 제조업"
22383,세창SCM,070-4667-4785,경기도 화성시 만세구 남양읍 무송리 524-23,인쇄 및 제책용 기계 제조업
22384,우진큐피디,031-227-7236,경기도 화성시 효행구 봉담읍 왕림리 498-3,자동차용 신품 전기장치 제조업
22385,한성정공,031-236-7650,경기도 화성시 병점구 안녕동 178-62,절삭 가공 및 유사 처리업
22386,씨엔피테크,031-354-8546,,절삭 가공 및 유사 처리업
22387,(주)승지솔루션,031-366-6611,경기도 화성시 만세구 양감면 사창리 829-8,알루미늄 주물 주조업
22388,(주)하얀산업,031-298-1134,경기도 화성시 만세구 우정읍 멱우리 122-15,혼성 및 재생 플라스틱 소재 물질 제조업
22389,좋은기업,031-548-2420,경기도 화성시 만세구 향남읍 하길리 1403-6,반도체 제조용 기계 제조업
22390,부성산업,,경기도 화성시 만세구 양감면 송산리 1059,건설 및 채광용 기계장비 제조업
22391,케이디KD푸드,,경기도 화성시 효행구 봉담읍 마하리 210-5,두부 및 유사 식품 제조업
22392,(주)기양,,경기도 화성시 만세구 남양읍 온석리 100,자동차용 금속 압형제품 제조업
22393,주식회사 씨디에이플러스,031-226-7233,경기도 화성시 효행구 봉담읍 분천리 239,기타 일반 기계 및 장비 수리업
22394,한국메가로봇,,경기도 화성시 만세구 팔탄면 덕우리 282-15,산업용 로봇 제조업
22395,에스에이치 모빌리티,,경기도 화성시 만세구 남양읍 온석리 391-5,차체 및 특장차 제조업
22396,유안플라텍,,경기도 화성시 만세구 팔탄면 서근리 63-1,플라스틱 필름 제조업
22397,지에이티,,경기도 화성시 효행구 봉담읍 동화리 413-3,그 외 기타 전자 부품 제조업
22398,어나더쥰,031-504-0208,경기도 화성시 병점구 반월동 962,모조 귀금속 및 모조 장신용품 제조업
22399,도쿄일렉트론코리아(주) 동탄지점,031-260-5102,경기도 화성시 동탄구 석우동 24-9,기타 일반 기계 및 장비 수리업
22400,운봉테크,,경기도 화성시 효행구 정남면 괘랑리 68-1,스크린 인쇄업
22401,대영기계,031-238-8130,경기도 화성시 만세구 향남읍 백토리 405-10,"용기 세척, 포장 및 충전기 제조업"
22402,에이치앤씨에스,031-365-5451,경기도 화성시 효행구 정남면 문학리 174-1,전기식 진단 및 요법 기기 제조업
22403,고다기술,,경기도 화성시 만세구 남양읍 온석리 291-31,기기용 자동 측정 및 제어장치 제조업
22404,주식회사금륜이엔지,031-8059-6987,경기도 화성시 효행구 정남면 음양리 957,반도체 제조용 기계 제조업
22405,신우테크,,,비동력식 수공구 제조업
22406,도경테크,031-298-6054,경기도 화성시 효행구 봉담읍 왕림리 356-11,포장용 플라스틱 성형용기 제조업
22407,신우에프에이,031-221-4300,경기도 화성시 효행구 봉담읍 세곡리 54,반도체 제조용 기계 제조업
22408,쿠즈,,경기도 화성시 만세구 향남읍 화리현리 258-25,주형 및 금형 제조업
22409,이앤알,,경기도 화성시 만세구 마도면 청원리 237-9,그 외 자동차용 신품 부품 제조업
22410,대경산업,031-372-0272,경기도 화성시 효행구 정남면 오일리 362-4,위생용 종이제품 제조업
22411,이지텍,,경기도 화성시 효행구 정남면 보통리 12-1,액체 여과기 제조업
22412,자람산업,,경기도 화성시 효행구 비봉면 양노리 699,그 외 기타 플라스틱 제품 제조업
22413,금진메탈,031-366-4061,경기도 화성시 만세구 팔탄면 해창리 376-9,"기타 비철금속 압연, 압출 및 연신제품 제조업"
22414,메리츠산업개발,031-357-9749,경기도 화성시 만세구 서신면 전곡리 1110-3,구조용 금속 판제품 및 공작물 제조업
22415,지원(G1),031-351-1531,경기도 화성시 만세구 남양읍 활초리 353-14,금속 주조 및 기타 야금용 기계 제조업
22416,에스오정밀,031-356-2887,경기도 화성시 만세구 마도면 청원리 1398,건설 및 채광용 기계장비 제조업
22417,오엠지,031-364-8236,경기도 화성시 만세구 마도면 청원리 1271,볼트 및 너트류 제조업
22418,피앤엘,,경기도 화성시 만세구 향남읍 동오리 548-1,액체 여과기 제조업
22419,주식회사 세운이엔지,031-8059-5871,경기도 화성시 효행구 정남면 괘랑리 669-2,절삭 가공 및 유사 처리업
22420,주식회사 비엠비솔루션,,,절삭 가공 및 유사 처리업
22421,갑을포장,031-351-2426,경기도 화성시 만세구 우정읍 화산리 701-5,판지 상자 및 용기 제조업
22422,(주)에스엠아이앤씨,031-8047-5152,경기도 화성시 만세구 남양읍 북양리 416-14,그 외 기타 고무제품 제조업
22423,주식회사 티파이브,031-366-2767,경기도 화성시 효행구 정남면 귀래리 536-4,반도체 제조용 기계 제조업
22424,(주)다승,031-352-3539,경기도 화성시 만세구 양감면 송산리 537-8,그 외 기타 달리 분류되지 않은 제품 제조업
22425,의자공장 플러스,,경기도 화성시 만세구 향남읍 동오리 82-8,금속 가구 제조업
22426,페이몰,,경기도 화성시 동탄구 반송동 141,인형 및 장난감 제조업
22427,주식회사케이지에프화성지점,031-558-7077,경기도 화성시 만세구 장안면 어은리 529-45,그 외 기타 분류 안된 금속 가공제품 제조업
22428,경수출판,031-222-6267,경기도 화성시 효행구 기안동 200-8,제책업
22429,(주)에스제이선진,031-366-4073,경기도 화성시 만세구 팔탄면 창곡리 3-3,자동차용 금속 압형제품 제조업
22430,주식회사 세진플라스틱,031-359-9506,경기도 화성시 만세구 양감면 정문리 504-2,운송장비 조립용 플라스틱제품 제조업
22431,성원정공,031-359-8793,경기도 화성시 만세구 향남읍 백토리 226-51,주형 및 금형 제조업
22432,인천산기*,031-351-3161,경기도 화성시 만세구 장안면 독정리 45-20,그 외 기타 특수 목적용 기계 제조업
22433,새늘팩토리,,경기도 화성시 동탄구 장지동 931-5,가방 및 기타 보호용 케이스 제조업
22434,마스터스이앤씨,031-355-9502,경기도 화성시 만세구 남양읍 무송리 142-2,수상 금속 골조 구조재 제조업
22435,다비다,,경기도 화성시 효행구 봉담읍 당하리 61-5,톱 및 호환성 공구 제조업
22436,엠에스윈테크,,경기도 화성시 만세구 남양읍 신남리 176-25,그 외 기타 전자 부품 제조업
22437,(주)비욘드릴렉스*,031-431-8085,경기도 화성시 만세구 팔탄면 율암리 845-18,기타 가정용 전기 기기 제조업
22438,후성정공,031-352-9111,경기도 화성시 만세구 팔탄면 노하리 449-6,운송장비용 공기 조화장치 제조업
22439,대성일렉트릭,,경기도 화성시 병점구 반정동 418-6,배전반 및 전기 자동제어반 제조업
22440,고릴라웍스(Gorilla Works),,경기도 화성시 병점구 기산동 435-3,절삭 가공 및 유사 처리업
22441,반도기계,031-8059-1610,경기도 화성시 만세구 팔탄면 가재리 3-3,그 외 기타 특수 목적용 기계 제조업
22442,세종이앤피SEJONGEP,031-353-5726,경기도 화성시 효행구 정남면 괘랑리 73-4,주형 및 금형 제조업
22443,(주)탑에너지솔루션,031-351-9115,경기도 화성시 만세구 우정읍 주곡리 161-84,"산업용 오븐, 노 및 노용 버너 제조업"
22444,제이비티,,경기도 화성시 효행구 정남면 덕절리 18-1,기기용 자동 측정 및 제어장치 제조업
22445,산영테크,031-8059-6901,경기도 화성시 효행구 정남면 덕절리 337,절삭 가공 및 유사 처리업
22446,아이컨텍,,경기도 화성시 동탄구 영천동 844-1,전자 감지장치 제조업
22447,에이스켐 주식회사,,경기도 화성시 만세구 팔탄면 고주리 122-29,그 외 기타 플라스틱 제품 제조업
22448,(주)코베리*,031-221-7311,경기도 화성시 효행구 기안동 97-3,전동기 및 발전기 제조업
22449,인피니티우드,031-529-4248,경기도 화성시 만세구 남양읍 신남리 569-8,장식용 목제품 제조업
22450,이에스이엔지,,경기도 화성시 효행구 정남면 계향리 469-4,절삭 가공 및 유사 처리업
22451,일성펀칭,031-373-8658,경기도 화성시 만세구 서신면 장외리 404-5,열간 압연 및 압출제품 제조업
22452,대흥화스너,,경기도 화성시 효행구 정남면 문학리 136-7,볼트 및 너트류 제조업
22453,주식회사 서울화성,031-438-2581,경기도 화성시 효행구 비봉면 양노리 673-2,그 외 자동차용 신품 부품 제조업
22454,주현패키지,031-353-7783,경기도 화성시 만세구 팔탄면 율암리 580-9,기타 종이 및 판지 제조업
22455,주식회사 장성케미칼,031-355-1025,경기도 화성시 만세구 팔탄면 덕우리 202-13,인쇄 잉크 및 회화용 물감 제조업
22456,네이쳐앤쿡,,경기도 화성시 동탄구 영천동 852-1,기타 곡물 가공품 제조업
22457,라포비,,경기도 화성시 효행구 봉담읍 동화리 575,그 외 기타 전자 부품 제조업
22458,(주)두민,031-352-0393,경기도 화성시 만세구 마도면 쌍송리 677,그 외 기타 특수 목적용 기계 제조업
22459,에스텍(S-TECH),,경기도 화성시 효행구 정남면 문학리 340,절삭 가공 및 유사 처리업
22460,시루에찐떡협동조합,031-295-7467,경기도 화성시 효행구 봉담읍 덕리 376,떡류 제조업
22461,주원정밀,,경기도 화성시 효행구 정남면 덕절리 113-15,절삭 가공 및 유사 처리업
22462,북두M.K.,,경기도 화성시 효행구 정남면 오일리 317-1,비동력식 수공구 제조업
22463,해룡 E.N.G,,경기도 화성시 만세구 향남읍 갈천리 1,절삭 가공 및 유사 처리업
22464,자인엔지니어링,,경기도 화성시 만세구 향남읍 동오리 708-8,운송장비 조립용 플라스틱제품 제조업
22465,우림산업,031-354-9693,경기도 화성시 효행구 정남면 백리 117-3,"알루미늄 압연, 압출 및 연신제품 제조업"
22466,중앙종합물산,031-377-3738,경기도 화성시 만세구 남양읍 신남리 1018-13,플라스틱 시트 및 판 제조업
22467,주식회사 삼화엔지니어링,031-378-1164,경기도 화성시 만세구 향남읍 백토리 119,"알루미늄 제련, 정련 및 합금 제조업"
22468,신우기공,031-357-9531,경기도 화성시 만세구 서신면 장외리 445-93,육상 금속 골조 구조재 제조업
22469,진성판넬,,경기도 화성시 만세구 향남읍 행정리 480,구조용 금속 판제품 및 공작물 제조업
22470,금수래핑,,경기도 화성시 만세구 향남읍 백토리 222-14,주형 및 금형 제조업
22471,이엠,,경기도 화성시 만세구 팔탄면 서근리 196-26,절삭 가공 및 유사 처리업
22472,상도전기,031-358-0838,경기도 화성시 만세구 장안면 수촌리 264-1,전동기 및 발전기 제조업
22473,재일프라스틱,031-358-6421,경기도 화성시 만세구 서신면 홍법리 250-56,혼성 및 재생 플라스틱 소재 물질 제조업
22474,장원퍼니디어(주),031-286-7391,경기도 화성시 만세구 양감면 요당리 3-4,그 외 기타 가구 제조업
22475,진호테크,031-225-9177,경기도 화성시 병점구 기산동 435-4,절삭 가공 및 유사 처리업
22476,이래산업,031-227-9852,경기도 화성시 효행구 봉담읍 당하리 18,인쇄 잉크 및 회화용 물감 제조업
22477,태영알곤레이저용접,031-8059-8921,경기도 화성시 만세구 팔탄면 율암리 398-55,그 외 기타 금속 가공업
22478,주식회사 유성이엔지,031-352-1407,,그 외 기타 전자 부품 제조업
22479,한일기계,031-429-9968,경기도 화성시 만세구 장안면 수촌리 407-5,금속 절삭기계 제조업
22480,두성엔지니어링,031-355-9449,경기도 화성시 만세구 마도면 금당리 165-3,기타 물품 취급장비 제조업
22481,주식회사뉴맥,031-366-5400,경기도 화성시 효행구 정남면 관항리 549-12,기타 일반 기계 및 장비 수리업
22482,주식회사 페이팩,031-8055-7719,경기도 화성시 만세구 장안면 석포리 551-5,골판지 상자 및 가공제품 제조업
22483,신성 ENG,031-354-4382,경기도 화성시 만세구 팔탄면 율암리 580-5,절삭 가공 및 유사 처리업
22484,헤파코인더HEPHACOINDU,,경기도 화성시 만세구 향남읍 백토리 320-7,반도체 제조용 기계 제조업
