순번,단지명,회사명,공장대표주소(지번 및 도로명주소),업종번호,업종명,전화번호
1473,화성주곡일반산업단지,오성플랜트,경기도 화성시 만세구 우정읍 버들로 899-135,29229,기타 가공 공작기계 제조업,031-358-3973
1474,화성주곡일반산업단지,주식회사 우성특수선,경기도 화성시 만세구 우정읍 버들로 899-31 외 1필지,"24221, 25944, 28302",금속선 가공제품 제조업 외 2 종,032-866-8182
1475,화성주곡일반산업단지,주식회사 조이테크,경기도 화성시 만세구 우정읍 버들로 899-33 외 1필지,33932,전시용 모형 제조업,031-358-3228
1476,화성주곡일반산업단지,코코스팩주식회사,경기도 화성시 만세구 우정읍 주곡리 387-9번지 (A1-4) 외 1필지,22232,포장용 플라스틱 성형용기 제조업,031-427-7831
1477,화성주곡일반산업단지,태양기계,경기도 화성시 만세구 우정읍 버들로 899-159,30399,그 외 자동차용 신품 부품 제조업,031-353-9571
1478,화성주곡일반산업단지,팬드롤코리아(주) ,경기도 화성시 만세구 우정읍 버들로 899-22,22241,운송장비 조립용 플라스틱제품 제조업,02-757-6721
1479,화성화남일반산업단지,(주)거성산업,경기도 화성시 만세구 서신면 화남공단로 170 외 10필지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,
1480,화성화남일반산업단지,(주)대광중공업,경기도 화성시 만세구 서신면 화남공단로 54-5 화남일반산업단지4블럭1로트,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,032-565-2035
1481,화성화남일반산업단지,(주)덕인,"경기도 화성시 만세구 서신면 화남공단로 134, 화남산업단지 3블럭8롯트","25113, 25114, 27192",육상 금속 골조 구조재 제조업 외 2 종,031-357-5701
1482,화성화남일반산업단지,(주)룩스그린,경기도 화성시 만세구 서신면 화남공단로 182,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-366-8050
1483,화성화남일반산업단지,(주)에이치엠 ,경기도 화성시 만세구 서신면 화남공단로 155,25113,육상 금속 골조 구조재 제조업,031-8065-5800
1484,화성화남일반산업단지,(주)엠알온,"경기도 화성시 만세구 서신면 화남공단로 110, (송교리 42-76)",25113,육상 금속 골조 구조재 제조업,031-352-5901
1485,화성화남일반산업단지,(주)예인산업개발,"경기도 화성시 만세구 서신면 화남공단로 114-12, (화남지방산업단지 4-4블럭)","25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-357-7821
1486,화성화남일반산업단지,(주)코스텍,"경기도 화성시 만세구 서신면 화남공단로 155, 화남지방산업단지 1-2B/L","25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-355-3700
1487,화성화남일반산업단지,(주)태종이엔씨,경기도 화성시 만세구 서신면 화남공단로 138 외 2필지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-356-7250
1488,화성화남일반산업단지,KYT,경기도 화성시 만세구 서신면 화남공단로 144,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-353-2222
1489,화성화남일반산업단지,늘푸른골프개발(주),경기도 화성시 만세구 서신면 화남공단로 79 외 2필지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,
1490,화성화남일반산업단지,늘푸른골프개발(주),경기도 화성시 만세구 서신면 송교리 42-66,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,
1491,화성화남일반산업단지,두영기업,경기도 화성시 만세구 서신면 송교리 화남지방산업단지 3블럭5롯트,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,
1492,화성화남일반산업단지,만대테크,경기도 화성시 만세구 서신면 송교리 42-61,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-499-4471
1493,화성화남일반산업단지,미우산업,경기도 화성시 만세구 서신면 화남공단로 79 외 1필지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,
1494,화성화남일반산업단지,보화이엔지,"경기도 화성시 만세구 서신면 화남공단로 97, 화남일반산업단지 5블럭 7롯트","25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-431-8084
1495,화성화남일반산업단지,부성,경기도 화성시 만세구 서신면 화남공단로 126 B동,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-357-2547
1496,화성화남일반산업단지,승화콘테이너,경기도 화성시 만세구 서신면 화남공단로 120 외 1필지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-485-7182
1497,화성화남일반산업단지,아이원산업,경기도 화성시 만세구 서신면 화남공단로 170 외 10필지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-499-3391
1498,화성화남일반산업단지,에이비씨플랜트(주),경기도 화성시 만세구 서신면 화남공단로 78,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-357-3599
1499,화성화남일반산업단지,영선테크,경기도 화성시 만세구 서신면 화남공단로 79 외 1필지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-499-3391
1500,화성화남일반산업단지,우성스틸,경기도 화성시 만세구 서신면 송교리 42-66,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,
1501,화성화남일반산업단지,원창산업개발,경기도 화성시 만세구 서신면 화남공단로 87,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-357-4864
1502,화성화남일반산업단지,전병찬 ,경기도 화성시 만세구 서신면 화남공단로 79 외 2필지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-499-4471
1503,화성화남일반산업단지,주식회사 룩스그린,경기도 화성시 만세구 서신면 화남공단로 114-13,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-393-8250
1504,화성화남일반산업단지,중앙기공,경기도 화성시 만세구 서신면 송교리 42-61,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,
1505,화성화남일반산업단지,철강산업,"경기도 화성시 만세구 서신면 화남공단로 108, (4블럭6롯트)",25113,육상 금속 골조 구조재 제조업,031-499-4093
1506,화성화남일반산업단지,청원 ,경기도 화성시 만세구 서신면 화남공단로 54-5,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,
1507,화성화남일반산업단지,케이와이티(주),"경기도 화성시 만세구 서신면 화남공단로 142, (송교리 42-120 화남일반산업단지 3-10블력)","25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-366-7234
1508,화성화남일반산업단지,태영강업,경기도 화성시 만세구 서신면 송교리 화남지방산업단지 4블럭 3롯트,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-356-8371
1509,화성화남일반산업단지,태영강업,경기도 화성시 만세구 서신면 화남공단로 86,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-356-8371
1510,화성화남일반산업단지,태형철강(주),"경기도 화성시 만세구 서신면 화남공단로 114-16, 화남지방산업단지 4블럭 3로트","25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,02-701-5075
1511,화성화남일반산업단지,하나엔비텍(주),"경기도 화성시 만세구 서신면 화남공단로 94, (화남지방산업단지4-7블럭)","25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,070-5029-3500
1512,화성화남일반산업단지,하나엔비텍(주) ,경기도 화성시 만세구 서신면 송교리 887-2번지 외 1필지,25113,육상 금속 골조 구조재 제조업,070-5029-3500
1513,화성화남일반산업단지,한성크린텍(주),"경기도 화성시 만세구 서신면 화남공단로 94, (송교리42-79) 화남지방산업단지 4블럭 7로트 (풍원정공)",25113,육상 금속 골조 구조재 제조업,02-6371-3900
1514,화성송산테크노파크일반산업단지,(주)극동프레스 ,경기도 화성시 만세구 송산면 송산산단길 123,29224,금속 성형기계 제조업,031-355-8170
1515,화성송산테크노파크일반산업단지,(주)대경테크,경기도 화성시 만세구 송산면 송산산단길 113,25112,구조용 금속 판제품 및 공작물 제조업,031-357-4988
1516,화성송산테크노파크일반산업단지,(주)더블유비,경기도 화성시 만세구 송산면 송산산단2길 88,"29199, 29299",그 외 기타 일반목적용 기계 제조업 외 1 종,031-366-7063
1517,화성송산테크노파크일반산업단지,(주)동방산업,경기도 화성시 만세구 송산면 송산산단길 132-8,29299,그 외 기타 특수목적용 기계 제조업,031-491-1084
1518,화성송산테크노파크일반산업단지,(주)동원환경,경기도 화성시 만세구 송산면 송산산단길 128,25932,일반철물 제조업,
1519,화성송산테크노파크일반산업단지,(주)디에스피,경기도 화성시 만세구 송산면 송산산단길 108 외 1필지,"32029, 32091, 32099",그 외 기타 가구 제조업 외 2 종,032-562-9771
1520,화성송산테크노파크일반산업단지,(주)라움,경기도 화성시 만세구 송산면 송산산단1길 38,"25111, 25929, 29299","금속 문, 창, 셔터 및 관련제품 제조업 외 2 종",031-498-7717
1521,화성송산테크노파크일반산업단지,(주)럼플리어,경기도 화성시 만세구 송산면 송산산단길 129,"28114, 28122, 28201, 28202",축전지 제조업 외 3 종,031-355-0797
1522,화성송산테크노파크일반산업단지,(주)리버스인터내셔날,경기도 화성시 만세구 송산면 송산산단길 123,"25913, 25924, 29224, 29294",금속 성형기계 제조업 외 3 종,070-8065-4556
1523,화성송산테크노파크일반산업단지,(주)멘토티앤씨,경기도 화성시 만세구 송산면 송산산단2길 61,25119,기타 구조용 금속제품 제조업,070-7209-0410
1524,화성송산테크노파크일반산업단지,(주)명인포장,경기도 화성시 만세구 송산면 송산산단길 129,32029,기타 목재가구 제조업,031-499-4124
1525,화성송산테크노파크일반산업단지,(주)몰텍스 안산,경기도 화성시 만세구 송산면 송산산단길 54-8,"25929, 29294",주형 및 금형 제조업 외 1 종,031-356-8287
1526,화성송산테크노파크일반산업단지,(주)몰텍스 화성공장,경기도 화성시 만세구 송산면 송산산단길 54-8,"25929, 29294",그 외 기타 금속가공업 외 1 종,031-677-1100
1527,화성송산테크노파크일반산업단지,(주)브랜뉴머시너리,경기도 화성시 만세구 송산면 송산산단길 46,29299,그 외 기타 특수목적용 기계 제조업,031-358-8040
1528,화성송산테크노파크일반산업단지,(주)비알티코퍼레이션 ,경기도 화성시 만세구 송산면 송산산단3길 11,29199,그 외 기타 일반목적용 기계 제조업,031-337-7766
1529,화성송산테크노파크일반산업단지,(주)비티원,경기도 화성시 만세구 송산면 송산산단2길 83,"25929, 29133",그 외 기타 금속가공업 외 1 종,031-433-3775
1530,화성송산테크노파크일반산업단지,(주)삼우종합건축사사무소,경기도 화성시 만세구 송산면 송산산단길 35,25119,기타 구조용 금속제품 제조업,02-2184-5114
1531,화성송산테크노파크일반산업단지,(주)서울화스너,경기도 화성시 만세구 송산면 송산산단1길 24,"25912, 29294",주형 및 금형 제조업 외 1 종,031-434-3826
1532,화성송산테크노파크일반산업단지,(주)선진산업개발,경기도 화성시 만세구 송산면 송산산단길 134,25111,"금속 문, 창, 셔터 및 관련제품 제조업",032-562-0480
1533,화성송산테크노파크일반산업단지,(주)성지산업,경기도 화성시 만세구 송산면 송산산단길 67-9 외 1필지,25113,육상 금속 골조 구조재 제조업,
1534,화성송산테크노파크일반산업단지,(주)성호에스티,경기도 화성시 만세구 송산면 송산산단1길 46,25119,기타 구조용 금속제품 제조업,031-8042-5676
1535,화성송산테크노파크일반산업단지,(주)신환씨스템,경기도 화성시 만세구 송산면 송산산단3길 46,"29294, 35114",주형 및 금형 제조업 외 1 종,031-357-6833
1536,화성송산테크노파크일반산업단지,(주)신흥코리아,경기도 화성시 만세구 송산면 송산산단길 132-17,"25111, 25944","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",031-355-2062
1537,화성송산테크노파크일반산업단지,(주)알파플렉스,경기도 화성시 만세구 송산면 송산산단길 73,29163,컨베이어장치 제조업,031-357-3527
1538,화성송산테크노파크일반산업단지,(주)에스엠티,경기도 화성시 만세구 송산면 송산산단길 67,28909,그 외 기타 전기장비 제조업,031-498-3366
1539,화성송산테크노파크일반산업단지,(주)에스제이피,경기도 화성시 만세구 송산면 송산산단길 25,"25924, 35114",절삭가공 및 유사처리업 외 1 종,031-497-0638
